,Apple Inc.,Redfin Corp,"Amazon.com, Inc.",Netflix Inc,,,,,,,,
,1.038332566,0.7170506912,1.481428365,,,,,,,,,
,0.934906963,0.7271889401,1.444034843,,,,,,,,,
,0.9748175422,0.7539170507,1.516328986,,,,,,,,,
,0.9726477743,0.7815668203,1.568420039,,,,,,,,,
,0.9911894273,0.7889400922,1.594475191,,,,,,,,,
,1.008021566,0.7926267281,1.59720872,,,,,,,,,
,1.011243343,0.8004608295,1.594128688,,,,,,,,,
,1.001315011,0.8299539171,1.579055777,,,,,,,,,
,0.9862581366,0.8516129032,1.556581164,,,,,,,,,
,1.006443553,0.7447004608,1.611781125,,,,,,,,,
,1.018738905,0.730875576,1.620655469,,,,,,,,,
,1.024787955,0.7433179724,1.629741566,,,,,,,,,
,1.031100007,0.7700460829,1.632609846,,,,,,,,,
,1.007955816,0.7806451613,1.570980317,,,,,,,,,
,1.012032349,0.8110599078,1.578536022,,,,,,,,,
,1.004010783,0.7917050691,1.592887049,,,,,,,,,
,1.037280558,0.8244239631,1.607940709,,,,,,,,,
,1.027680978,0.8050691244,1.576485875,,,,,,,,,
,1.01702939,0.8396313364,1.5341258,,,,,,,,,
,1.086527714,0.8608294931,1.607805958,,,,,,,,,
,1.094352028,0.8437788018,1.654295202,,,,,,,,,
,1.094878033,0.8170506912,1.565263006,,,,,,,,,
,1.125978039,0.8359447005,1.572077578,,,,,,,,,
,1.145242948,0.8350230415,1.596621589,,,,,,,,,
,1.145637452,0.8377880184,1.578767024,,,,,,,,,
,1.123939773,0.8368663594,1.553847635,,,,,,,,,
,1.120454994,0.8447004608,1.528677992,,,,,,,,,
,1.114011441,0.9211981567,1.531353771,,,,,,,,,
,1.12361102,0.8801843318,1.576601376,,,,,,,,,
,1.118942731,0.8594470046,1.578516772,,,,,,,,,
,1.123019265,0.8783410138,1.561817219,,,,,,,,,
,1.120520744,0.9082949309,1.547668319,,,,,,,,,
,1.123874022,0.8995391705,1.566562395,,,,,,,,,
,1.131106582,0.8806451613,1.561287839,,,,,,,,,
,1.124728779,0.9036866359,1.558727561,,,,,,,,,
,1.137287133,0.9202764977,1.570393185,,,,,,,,,
,1.145571701,0.9216589862,1.5717792,,,,,,,,,
,1.146229206,0.9414746544,1.575051735,,,,,,,,,
,1.149779736,0.9410138249,1.579565908,,,,,,,,,
,1.138470642,0.8958525346,1.578353145,,,,,,,,,
,1.150437241,0.8829493088,1.609057221,,,,,,,,,
,1.156223289,0.8788018433,1.632580971,,,,,,,,,
,1.154119271,0.8815668203,1.628981183,,,,,,,,,
,1.147478467,0.8797235023,1.606381443,,,,,,,,,
,1.134196857,0.8797235023,1.564993503,,,,,,,,,
,1.136892629,0.8525345622,1.560036575,,,,,,,,,
,1.176277204,0.8516129032,1.607988835,,,,,,,,,
,1.189493063,0.8502304147,1.61037586,,,,,,,,,
,1.194753107,0.8778801843,1.627421916,,,,,,,,,
,1.208034716,0.8769585253,1.623003994,,,,,,,,,
,1.223749096,0.899078341,1.648164012,,,,,,,,,
,1.236241699,0.8949308756,1.676837191,,,,,,,,,
,1.226444868,0.900921659,1.695798643,,,,,,,,,
,1.237162207,0.9253456221,1.729890755,,,,,,,,,
,1.282727333,0.9511520737,1.751056355,,,,,,,,,
,1.256164113,0.935483871,1.698609173,,,,,,,,,
,1.240975738,0.9341013825,1.707743395,,,,,,,,,
,1.228154382,0.9976958525,1.716887242,,,,,,,,,
,1.239200473,1.025806452,1.699504307,,,,,,,,,
,1.240844237,1.043317972,1.706934886,,,,,,,,,
,1.248931554,1.050691244,1.713990086,,,,,,,,,
,1.257413374,1.080645161,1.746176428,,,,,,,,,
,1.275692024,1.053456221,1.745974301,,,,,,,,,
,1.284436847,1.011981567,1.75244237,,,,,,,,,
,1.286672365,1.034562212,1.750671351,,,,,,,,,
,1.295285686,1.039631336,1.768400789,,,,,,,,,
,1.315668354,1.048387097,1.780509168,,,,,,,,,
,1.311723322,1.024884793,1.767014775,,,,,,,,,
,1.319087382,1.023502304,1.778074017,,,,,,,,,
,1.308107042,1.004147465,1.774936234,,,,,,,,,
,1.307581038,1.020737327,1.773964098,,,,,,,,,
,1.309948057,0.9898617512,1.775706242,,,,,,,,,
,1.310079558,1.005529954,1.793195053,,,,,,,,,
,1.335590769,0.9741935484,1.794908321,,,,,,,,,
,1.340390558,0.9870967742,1.791895664,,,,,,,,,
,1.344795845,1.004608295,1.816555176,,,,,,,,,
,1.364192255,1.007373272,1.851648299,,,,,,,,,
,1.362088237,0.9529953917,1.830453824,,,,,,,,,
,1.349727135,0.9161290323,1.830935079,,,,,,,,,
,1.343283582,0.9032258065,1.877501323,,,,,,,,,
,1.345321849,0.935483871,1.865758699,,,,,,,,,
,1.319416135,0.9423963134,1.854295202,,,,,,,,,
,1.384180419,0.9543778802,1.839857548,,,,,,,,,
,1.375172595,0.9235023041,1.829558689,,,,,,,,,
,1.392267736,0.7815668203,1.888887819,,,,,,,,,
,1.370767309,0.7847926267,1.877424323,,,,,,,,,
,1.333815504,0.7709677419,1.848982145,,,,,,,,,
,1.334078506,0.7995391705,1.845873237,,,,,,,,,
,1.319744888,0.797235023,1.828644304,,,,,,,,,
,1.296469196,0.7797235023,1.819125078,,,,,,,,,
,1.221119074,0.8004608295,1.75434814,,,,,,,,,
,1.240449734,0.7824884793,1.771134318,,,,,,,,,
,1.255309356,0.8064516129,1.801001011,,,,,,,,,
,1.249786311,0.800921659,1.836055633,,,,,,,,,
,1.242685252,0.7806451613,1.798931614,,,,,,,,,
,1.203826682,0.7953917051,1.789277636,,,,,,,,,
,1.226905122,0.8050691244,1.787881996,,,,,,,,,
,1.201788415,0.7709677419,1.789961018,,,,,,,,,
,1.181274246,0.7552995392,1.747418066,,,,,,,,,
,1.176737458,0.7262672811,1.754925646,,,,,,,,,
,1.171871918,0.7147465438,1.767582656,,,,,,,,,
,1.166283122,0.7506912442,1.750988979,,,,,,,,,
,1.172332172,0.7377880184,1.748226575,,,,,,,,,
,1.151094747,0.7410138249,1.708523028,,,,,,,,,
,1.139456901,0.7764976959,1.629231436,,,,,,,,,
,1.181142744,0.834562212,1.664719188,,,,,,,,,
,1.200210402,0.8198156682,1.673324029,,,,,,,,,
,1.217831547,0.8142857143,1.688589441,,,,,,,,,
,1.250246565,0.8313364055,1.736397324,,,,,,,,,
,1.266223946,0.8248847926,1.790875403,,,,,,,,,
,1.280886317,0.8396313364,1.793830309,,,,,,,,,
,1.276809784,0.8525345622,1.785764474,,,,,,,,,
,1.276546782,0.8479262673,1.800182877,,,,,,,,,
,1.267275955,0.8603686636,1.799576496,,,,,,,,,
,1.274837267,0.8534562212,1.815323163,,,,,,,,,
,1.304819515,0.8534562212,1.83008807,,,,,,,,,
,1.301005983,0.799078341,1.837229896,,,,,,,,,
,1.31146032,0.7926267281,1.846277492,,,,,,,,,
,1.306989283,0.8198156682,1.839645796,,,,,,,,,
,1.305674272,0.8285714286,1.842148323,,,,,,,,,
,1.285883359,0.8267281106,1.807854083,,,,,,,,,
,1.313695838,0.8281105991,1.826680783,,,,,,,,,
,1.313301335,0.8129032258,1.832888974,,,,,,,,,
,1.301334736,0.8193548387,1.822638241,,,,,,,,,
,1.325202183,0.8244239631,1.850127533,,,,,,,,,
,1.332960747,0.8281105991,1.861793157,,,,,,,,,
,1.344006838,0.8267281106,1.86630733,,,,,,,,,
,1.342823328,0.8161290323,1.870070745,,,,,,,,,
,1.31514235,0.8239631336,1.879127966,,,,,,,,,
,1.323163916,0.8073732719,1.913759084,,,,,,,,,
,1.336248274,0.7889400922,1.941777756,,,,,,,,,
,1.326517194,0.8101382488,1.926050339,,,,,,,,,
,1.336708528,0.7764976959,1.935608066,,,,,,,,,
,1.349266881,0.7824884793,1.945223543,,,,,,,,,
,1.344598593,0.800921659,1.934549305,,,,,,,,,
,1.337037281,0.8198156682,1.917349247,,,,,,,,,
,1.352225656,0.8285714286,1.903748977,,,,,,,,,
,1.332040239,0.8105990783,1.890870591,,,,,,,,,
,1.36248274,0.8276497696,1.911189181,,,,,,,,,
,1.373134328,0.8046082949,1.919717022,,,,,,,,,
,1.372016569,0.8299539171,1.925800087,,,,,,,,,
,1.36116773,0.8313364055,1.899821936,,,,,,,,,
,1.365901769,0.8165898618,1.870205496,,,,,,,,,
,1.378657374,0.9059907834,1.840752683,,,,,,,,,
,1.372739825,0.8686635945,1.827354541,,,,,,,,,
,1.400749556,0.899078341,1.796794841,,,,,,,,,
,1.370438556,0.9216589862,1.785764474,,,,,,,,,
,1.341442567,0.8612903226,1.754887146,,,,,,,,,
,1.271220988,0.8815668203,1.698955676,,,,,,,,,
,1.295285686,0.8419354839,1.720804659,,,,,,,,,
,1.308698797,0.8387096774,1.726165841,,,,,,,,,
,1.337563285,0.8188940092,1.764175369,,,,,,,,,
,1.321520153,0.7723502304,1.739814236,,,,,,,,,
,1.318166875,0.7838709677,1.718003754,,,,,,,,,
,1.373989085,0.7852534562,1.755945907,,,,,,,,,
,1.333092248,0.8041474654,1.696867029,,,,,,,,,
,1.326451443,0.8474654378,1.709533664,,,,,,,,,
,1.357748701,0.8313364055,1.725366957,,,,,,,,,
,1.38306266,0.7769585253,1.748034073,,,,,,,,,
,1.383128411,0.7774193548,1.733846672,,,,,,,,,
,1.398119534,0.7585253456,1.755175899,,,,,,,,,
,1.396936025,0.7797235023,1.737908465,,,,,,,,,
,1.332368992,0.7709677419,1.684027143,,,,,,,,,
,1.357682951,0.7783410138,1.702555465,,,,,,,,,
,1.342363074,0.7580645161,1.695779393,,,,,,,,,
,1.351370899,0.7483870968,1.698108667,,,,,,,,,
,1.374252088,0.767281106,1.719428269,,,,,,,,,
,1.372476823,0.7612903226,1.709697291,,,,,,,,,
,1.352488658,0.7930875576,1.722739304,,,,,,,,,
,1.375435597,0.8235023041,1.733115164,,,,,,,,,
,1.402327569,0.8244239631,1.771711824,,,,,,,,,
,1.402196068,0.832718894,1.764772126,,,,,,,,,
,1.408179367,0.8253456221,1.762693104,,,,,,,,,
,1.424814255,0.8612903226,1.752297993,,,,,,,,,
,1.470116378,0.8474654378,1.754646518,,,,,,,,,
,1.466828851,0.8202764977,1.774435728,,,,,,,,,
,1.438293116,0.7917050691,1.77038356,,,,,,,,,
,1.445854428,0.7907834101,1.740064488,,,,,,,,,
,1.451114472,0.7953917051,1.754223014,,,,,,,,,
,1.464724834,0.7700460829,1.749323837,,,,,,,,,
,1.452823986,0.7880184332,1.753212378,,,,,,,,,
,1.431586561,0.7728110599,1.726897348,,,,,,,,,
,1.438095864,0.768202765,1.718369508,,,,,,,,,
,1.431257808,0.7760368664,1.676317436,,,,,,,,,
,1.45328424,0.7382488479,1.702035709,,,,,,,,,
,1.445788678,0.73640553,1.674613793,,,,,,,,,
,1.43875337,0.7184331797,1.660763271,,,,,,,,,
,1.472614899,0.7225806452,1.670831128,,,,,,,,,
,1.476691433,0.7207373272,1.670580875,,,,,,,,,
,1.439673877,0.7110599078,1.649001396,,,,,,,,,
,1.451903478,0.7175115207,1.659771885,,,,,,,,,
,1.492603064,0.7175115207,1.674430916,,,,,,,,,
,1.492931817,0.7580645161,1.667702969,,,,,,,,,
,1.475442172,0.7470046083,1.641570817,,,,,,,,,
,1.492734565,0.7695852535,1.657432985,,,,,,,,,
,1.512854231,0.8105990783,1.655767843,,,,,,,,,
,1.553093563,0.8341013825,1.666990712,,,,,,,,,
,1.550858045,0.8396313364,1.671331633,,,,,,,,,
,1.547241765,0.8442396313,1.701121324,,,,,,,,,
,1.540995463,0.8562211982,1.710794552,,,,,,,,,
,1.546978763,0.8511520737,1.72046778,,,,,,,,,
,1.554408574,0.8271889401,1.691621348,,,,,,,,,
,1.581366296,0.8281105991,1.718716011,,,,,,,,,
,1.577750016,0.8428571429,1.699533183,,,,,,,,,
,1.598921691,0.83640553,1.696106646,,,,,,,,,
,1.601551713,0.8207373272,1.714018961,,,,,,,,,
,1.621276876,0.8013824885,1.695298138,,,,,,,,,
,1.63751726,0.8410138249,1.710457674,,,,,,,,,
,1.599644947,0.8465437788,1.696626402,,,,,,,,,
,1.599447695,0.8705069124,1.713258578,,,,,,,,,
,1.635610494,0.8543778802,1.710053419,,,,,,,,,
,1.682030377,0.8543778802,1.72427932,,,,,,,,,
,1.693076468,0.9304147465,1.737003706,,,,,,,,,
,1.690643698,0.9566820276,1.7341643,,,,,,,,,
,1.691366954,0.9405529954,1.72844699,,,,,,,,,
,1.705766323,0.9253456221,1.721160787,,,,,,,,,
,1.710434611,0.9377880184,1.718927764,,,,,,,,,
,1.723979223,0.935483871,1.705231243,,,,,,,,,
,1.72240121,0.9281105991,1.711343183,,,,,,,,,
,1.738904596,0.9225806452,1.687386303,,,,,,,,,
,1.726872247,0.9442396313,1.688820444,,,,,,,,,
,1.747386416,0.9525345622,1.674276914,,,,,,,,,
,1.756196989,0.9258064516,1.686828048,,,,,,,,,
,1.750871195,0.9202764977,1.6870783,,,,,,,,,
,1.730488527,0.9216589862,1.680090476,,,,,,,,,
,1.722729963,0.9115207373,1.669676115,,,,,,,,,
,1.7212177,0.8884792627,1.680273353,,,,,,,,,
,1.751397199,0.8741935484,1.70733914,,,,,,,,,
,1.737721086,0.8917050691,1.729573127,,,,,,,,,
,1.761062529,0.9216589862,1.750334472,,,,,,,,,
,1.757183247,0.9470046083,1.733288416,,,,,,,,,
,1.736866329,0.9778801843,1.71480822,,,,,,,,,
,1.705897824,0.9571428571,1.703604601,,,,,,,,,
,1.720954698,0.9815668203,1.694682131,,,,,,,,,
,1.746202906,0.9764976959,1.675229799,,,,,,,,,
,1.779932934,0.9792626728,1.685932913,,,,,,,,,
,1.755013479,0.9847926267,1.683921267,,,,,,,,,
,1.765270563,0.9861751152,1.674007411,,,,,,,,,
,1.780327438,0.9460829493,1.683160884,,,,,,,,,
,1.784864225,0.964516129,1.694335627,,,,,,,,,
,1.809126175,0.9728110599,1.694922759,,,,,,,,,
,1.840094681,0.9866359447,1.702882718,,,,,,,,,
,1.843710961,0.9898617512,1.723528562,,,,,,,,,
,1.839305674,0.9917050691,1.71714712,,,,,,,,,
,1.841146689,0.9824884793,1.725087829,,,,,,,,,
,1.837333158,0.9769585253,1.71952452,,,,,,,,,
,1.867315405,0.9769585253,1.725780836,,,,,,,,,
,1.86909067,0.9741935484,1.722132923,,,,,,,,,
,1.906173976,0.9967741935,1.798710236,,,,,,,,,
,1.90545072,0.9958525346,1.799701622,,,,,,,,,
,1.916759813,0.9866359447,1.777650513,,,,,,,,,
,1.930764679,0.9894009217,1.778564897,,,,,,,,,
,1.974817542,0.9889400922,1.826854035,,,,,,,,,
,1.955618384,1.000460829,1.8046778,,,,,,,,,
,1.971201262,1.006912442,1.83154146,,,,,,,,,
,1.961930436,1.025345622,1.835372251,,,,,,,,,
,1.993490696,1.030414747,1.821040474,,,,,,,,,
,2.035834046,1.103686636,1.829780066,,,,,,,,,
,2.040436584,1.116129032,1.812560758,,,,,,,,,
,2.084029193,1.083870968,1.820395592,,,,,,,,,
,2.055887961,1.108294931,1.799355118,,,,,,,,,
,2.047077388,1.128571429,1.792213292,,,,,,,,,
,2.0727201,1.149769585,1.807536455,,,,,,,,,
,2.095667039,1.152073733,1.79481207,,,,,,,,,
,2.081464922,1.13640553,1.821069349,,,,,,,,,
,2.088894733,1.148387097,1.816699552,,,,,,,,,
,2.098954566,1.151152074,1.813927523,,,,,,,,,
,2.092905516,1.122119816,1.791847538,,,,,,,,,
,2.031363009,1.121198157,1.759795948,,,,,,,,,
,2.088828983,1.132718894,1.783772078,,,,,,,,,
,2.132553094,1.19078341,1.788344001,,,,,,,,,
,2.129462818,1.170506912,1.800548631,,,,,,,,,
,2.035045039,1.188479263,1.933413543,,,,,,,,,
,2.029456243,1.156682028,1.929062996,,,,,,,,,
,2.096456046,1.136866359,1.972828336,,,,,,,,,
,2.113551187,1.157142857,1.963395736,,,,,,,,,
,2.138273391,1.175115207,1.973367342,,,,,,,,,
,2.10421461,1.387557604,2.001328264,,,,,,,,,
,2.114208692,1.439170507,2.053910198,,,,,,,,,
,2.101453087,1.423963134,2.070166996,,,,,,,,,
,2.151357749,1.446543779,2.07902209,,,,,,,,,
,2.136037872,1.484331797,2.069271861,,,,,,,,,
,2.136563877,1.494470046,2.054834208,,,,,,,,,
,2.097442304,1.457603687,2.07485442,,,,,,,,,
,2.127819055,1.370967742,2.088858944,,,,,,,,,
,2.105989874,1.348387097,2.072380769,,,,,,,,,
,2.058320731,1.276036866,2.01739256,,,,,,,,,
,1.960549675,1.247004608,1.933962173,,,,,,,,,
,1.894141627,1.318894009,1.898782425,,,,,,,,,
,1.924189625,1.337788018,1.90537562,,,,,,,,,
,1.798408837,1.368663594,1.81365802,,,,,,,,,
,1.797356828,1.32764977,1.813128639,,,,,,,,,
,1.964691959,1.216589862,1.880696857,,,,,,,,,
,1.902294694,1.060368664,1.837422398,,,,,,,,,
,1.990531922,1.094009217,1.901756581,,,,,,,,,
,1.925964889,1.000921659,1.851898551,,,,,,,,,
,1.900387928,0.797235023,1.829818567,,,,,,,,,
,1.750082188,0.7898617512,1.733105539,,,,,,,,,
,1.876125978,0.6331797235,1.820896097,,,,,,,,,
,1.81096719,0.630875576,1.752596371,,,,,,,,,
,1.632125715,0.4760368664,1.613754271,,,,,,,,,
,1.827667828,0.5548387097,1.718080755,,,,,,,,,
,1.592543888,0.534562212,1.625824149,,,,,,,,,
,1.662568216,0.5511520737,1.740064488,,,,,,,,,
,1.62186863,0.7465437788,1.761393715,,,,,,,,,
,1.609441778,0.8368663594,1.810414361,,,,,,,,,
,1.507265435,0.8658986175,1.776880504,,,,,,,,,
,1.475244921,0.7414746544,1.831493335,,,,,,,,,
,1.623249392,0.735483871,1.867366091,,,,,,,,,
,1.614307318,0.7105990783,1.815140286,,,,,,,,,
,1.699257019,0.6221198157,1.882179123,,,,,,,,,
,1.628903938,0.6230414747,1.828865682,,,,,,,,,
,1.675389572,0.6156682028,1.89032196,,,,,,,,,
,1.671970544,0.7511520737,1.876625439,,,,,,,,,
,1.583996318,0.7626728111,1.836180759,,,,,,,,,
,1.610428036,0.7949308756,1.846893498,,,,,,,,,
,1.587283845,0.8534562212,1.835112373,,,,,,,,,
,1.725754487,0.8248847926,1.922700804,,,,,,,,,
,1.705766323,0.8912442396,1.936185572,,,,,,,,,
,1.749424683,0.8506912442,1.966408393,,,,,,,,,
,1.762048787,0.7806451613,1.966177391,,,,,,,,,
,1.796633572,0.8460829493,2.087559555,,,,,,,,,
,1.887369321,0,2.197718851,,,,,,,,,
,1.870142679,0,2.2211656,,,,,,,,,
,1.885002301,0,2.317907503,,,,,,,,,
,1.85942534,0,2.285961788,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,0,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,0,,0,,,,,,,,,
,,,0,,,,,,,,,
,,,0,,,,,,,,,
,,,0,,,,,,,,,